operator,mode,dtype,params,baseline_present,descriptor_present,baseline_torch_ms,descriptor_torch_ms,baseline_triton_ms,descriptor_triton_ms,baseline_cutile_ms,descriptor_cutile_ms,baseline_speedup_triton,descriptor_speedup_triton,baseline_speedup_cutile,descriptor_speedup_cutile,torch_ms_delta_pct,triton_ms_delta_pct,cutile_ms_delta_pct,descriptor_vs_baseline_speedup
batch_normalization,autotune,fp16,N=11000,1,1,0.2039,0.2009,0.0601,0.0752,0.0743,0.0747,3.4,2.67,2.75,2.69,-1.47,25.12,0.54,0.799202
batch_normalization,autotune,fp16,N=12000,1,1,0.2272,0.2217,0.0652,0.0808,0.0809,0.0811,3.48,2.74,2.81,2.73,-2.42,23.93,0.25,0.806931
batch_normalization,autotune,fp16,N=13000,1,1,0.2382,0.2365,0.0698,0.0866,0.0869,0.0868,3.41,2.73,2.74,2.72,-0.71,24.07,-0.12,0.806005
batch_normalization,autotune,fp16,N=14000,1,1,0.266,0.2595,0.0746,0.0928,0.0932,0.0935,3.57,2.8,2.85,2.78,-2.44,24.40,0.32,0.803879
batch_normalization,autotune,fp16,N=15000,1,1,0.2897,0.2957,0.0799,0.099,0.0995,0.0997,3.62,2.99,2.91,2.97,2.07,23.90,0.20,0.807071
batch_normalization,autotune,fp16,N=16000,1,1,0.3092,0.3224,0.0843,0.1047,0.1056,0.1059,3.67,3.08,2.93,3.04,4.27,24.20,0.28,0.805158
batch_normalization,autotune,fp16,N=17000,1,1,0.377,0.3821,0.089,0.1113,0.1116,0.1115,4.23,3.43,3.38,3.43,1.35,25.06,-0.09,0.799641
batch_normalization,autotune,fp16,N=18000,1,1,0.4202,0.4151,0.094,0.1167,0.1179,0.1181,4.47,3.56,3.56,3.51,-1.21,24.15,0.17,0.805484
batch_normalization,autotune,fp16,N=19000,1,1,0.3985,0.418,0.0987,0.1227,0.122,0.124,4.04,3.41,3.27,3.37,4.89,24.32,1.64,0.804401
batch_normalization,autotune,fp16,N=2000,1,1,0.0725,0.071,0.0154,0.0204,0.0182,0.0183,4.71,3.48,3.98,3.89,-2.07,32.47,0.55,0.754902
batch_normalization,autotune,fp16,N=20000,1,1,0.4279,0.436,0.1035,0.1286,0.1297,0.1304,4.14,3.39,3.3,3.34,1.89,24.25,0.54,0.804821
batch_normalization,autotune,fp16,N=3000,1,1,0.0828,0.0831,0.021,0.0273,0.0246,0.0247,3.95,3.04,3.36,3.37,0.36,30.00,0.41,0.769231
batch_normalization,autotune,fp16,N=4000,1,1,0.1047,0.104,0.0256,0.0329,0.0312,0.0313,4.09,3.17,3.35,3.32,-0.67,28.52,0.32,0.778116
batch_normalization,autotune,fp16,N=5000,1,1,0.1338,0.1342,0.0305,0.0394,0.0376,0.0378,4.39,3.41,3.56,3.55,0.30,29.18,0.53,0.774112
batch_normalization,autotune,fp16,N=6000,1,1,0.1398,0.1396,0.0357,0.0454,0.0436,0.0439,3.92,3.08,3.21,3.18,-0.14,27.17,0.69,0.786344
batch_normalization,autotune,fp16,N=7000,1,1,0.1542,0.1541,0.0402,0.0512,0.0498,0.0501,3.84,3.01,3.09,3.08,-0.06,27.36,0.60,0.785156
batch_normalization,autotune,fp16,N=8000,1,1,0.1708,0.1714,0.0455,0.0577,0.0564,0.0562,3.75,2.97,3.03,3.05,0.35,26.81,-0.35,0.788562
batch_normalization,autotune,fp16,N=9000,1,1,0.1905,0.1884,0.0504,0.0631,0.0621,0.0623,3.78,2.99,3.07,3.03,-1.10,25.20,0.32,0.798732
batch_normalization,autotune,fp32,N=1000,1,1,0.0839,0.084,0.0119,0.0138,0.0117,0.0119,7.06,6.09,7.19,7.08,0.12,15.97,1.71,0.862319
batch_normalization,autotune,fp32,N=10000,1,1,0.1397,0.132,0.0575,0.0721,0.069,0.0693,2.43,1.83,2.02,1.9,-5.51,25.39,0.43,0.797503
batch_normalization,autotune,fp32,N=11000,1,1,0.1522,0.1524,0.0613,0.0778,0.0754,0.0755,2.48,1.96,2.02,2.02,0.13,26.92,0.13,0.787918
batch_normalization,autotune,fp32,N=12000,1,1,0.1535,0.1524,0.067,0.0845,0.0811,0.0816,2.29,1.8,1.89,1.87,-0.72,26.12,0.62,0.792899
batch_normalization,autotune,fp32,N=13000,1,1,0.1518,0.1622,0.0709,0.0909,0.0874,0.0879,2.14,1.78,1.74,1.85,6.85,28.21,0.57,0.779978
batch_normalization,autotune,fp32,N=14000,1,1,0.1434,0.1456,0.0766,0.0972,0.094,0.0941,1.87,1.5,1.53,1.55,1.53,26.89,0.11,0.788066
batch_normalization,autotune,fp32,N=15000,1,1,0.1497,0.1515,0.0819,0.1037,0.1002,0.1004,1.83,1.46,1.49,1.51,1.20,26.62,0.20,0.789778
batch_normalization,autotune,fp32,N=16000,1,1,0.1715,0.1904,0.0871,0.1094,0.1063,0.1065,1.97,1.74,1.61,1.79,11.02,25.60,0.19,0.796161
batch_normalization,autotune,fp32,N=17000,1,1,0.2224,0.2259,0.0918,0.1163,0.1122,0.1125,2.42,1.94,1.98,2.01,1.57,26.69,0.27,0.789338
batch_normalization,autotune,fp32,N=18000,1,1,0.2376,0.2487,0.0969,0.1229,0.1189,0.1189,2.45,2.02,2,2.09,4.67,26.83,0.00,0.788446
batch_normalization,autotune,fp32,N=19000,1,1,0.2409,0.234,0.1029,0.1293,0.1205,0.1253,2.34,1.81,2,1.87,-2.86,25.66,3.98,0.795824
batch_normalization,autotune,fp32,N=2000,1,1,0.0416,0.0409,0.0168,0.0216,0.0196,0.0185,2.48,1.9,2.13,2.21,-1.68,28.57,-5.61,0.777778
batch_normalization,autotune,fp32,N=20000,1,1,0.2217,0.2444,0.1078,0.1354,0.131,0.1314,2.06,1.8,1.69,1.86,10.24,25.60,0.31,0.79616
batch_normalization,autotune,fp32,N=3000,1,1,0.05,0.0496,0.0223,0.0284,0.025,0.0255,2.25,1.74,2,1.95,-0.80,27.35,2.00,0.785211
batch_normalization,autotune,fp32,N=4000,1,1,0.0605,0.0602,0.0266,0.0346,0.0316,0.0321,2.27,1.74,1.91,1.87,-0.50,30.08,1.58,0.768786
batch_normalization,autotune,fp32,N=5000,1,1,0.0857,0.0855,0.032,0.0412,0.0385,0.0385,2.67,2.08,2.23,2.22,-0.23,28.75,0.00,0.776699
batch_normalization,autotune,fp32,N=6000,1,1,0.0835,0.0843,0.0373,0.0476,0.0446,0.0444,2.24,1.77,1.87,1.9,0.96,27.61,-0.45,0.783613
batch_normalization,autotune,fp32,N=7000,1,1,0.0933,0.0932,0.0422,0.0528,0.0507,0.0508,2.21,1.76,1.84,1.84,-0.11,25.12,0.20,0.799242
batch_normalization,autotune,fp32,N=8000,1,1,0.0914,0.0902,0.0474,0.0598,0.057,0.057,1.93,1.51,1.6,1.58,-1.31,26.16,0.00,0.792642
batch_normalization,autotune,fp32,N=9000,1,1,0.1352,0.1456,0.0527,0.0654,0.0629,0.063,2.56,2.22,2.15,2.31,7.69,24.10,0.16,0.80581
batched_matmul,default,bf16,M=128,1,1,0.0175,0.0175,0.0051,0.0083,0.0035,0.0035,3.4,2.09,5.04,5.02,0.00,62.75,0.00,0.614458
batched_matmul,default,bf16,M=160,1,1,0.0225,0.0226,0.0067,0.0098,0.0047,0.0047,3.34,2.31,4.8,4.82,0.44,46.27,0.00,0.683673
batched_matmul,default,bf16,M=192,1,1,0.025,0.025,0.0072,0.0106,0.0048,0.0049,3.48,2.36,5.17,5.15,0.00,47.22,2.08,0.679245
batched_matmul,default,bf16,M=224,1,1,0.0391,0.0392,0.0097,0.0131,0.0075,0.0075,4.02,3,5.23,5.24,0.26,35.05,0.00,0.740458
batched_matmul,default,bf16,M=256,1,1,0.0439,0.044,0.0107,0.014,0.0079,0.0077,4.12,3.14,5.56,5.72,0.23,30.84,-2.53,0.764286
batched_matmul,default,bf16,M=288,1,1,0.0619,0.062,0.0132,0.0181,0.0113,0.0114,4.68,3.43,5.46,5.45,0.16,37.12,0.88,0.729282
batched_matmul,default,bf16,M=32,1,1,0.0099,0.0105,0.0026,0.0061,0.0026,0.0027,3.75,1.72,3.89,3.92,6.06,134.62,3.85,0.42623
batched_matmul,default,bf16,M=320,1,1,0.0765,0.0766,0.0145,0.0185,0.0123,0.0123,5.29,4.14,6.23,6.22,0.13,27.59,0.00,0.783784
batched_matmul,default,bf16,M=352,1,1,0.1021,0.1021,0.0208,0.0286,0.0165,0.0166,4.9,3.57,6.17,6.13,0.00,37.50,0.61,0.727273
batched_matmul,default,bf16,M=384,1,1,0.1014,0.1017,0.0228,0.0308,0.0189,0.019,4.45,3.3,5.38,5.36,0.30,35.09,0.53,0.74026
batched_matmul,default,bf16,M=416,1,1,0.142,0.1422,0.0276,0.0355,0.026,0.0257,5.14,4,5.46,5.52,0.14,28.62,-1.15,0.777465
batched_matmul,default,bf16,M=448,1,1,0.1624,0.1625,0.0292,0.0371,0.027,0.0273,5.56,4.38,6.01,5.96,0.06,27.05,1.11,0.787062
batched_matmul,default,bf16,M=480,1,1,0.2108,0.2112,0.0352,0.0443,0.0339,0.034,6,4.77,6.22,6.21,0.19,25.85,0.29,0.794582
batched_matmul,default,bf16,M=512,1,1,0.2279,0.2281,0.0365,0.0457,0.0354,0.0355,6.24,4.99,6.43,6.43,0.09,25.21,0.28,0.798687
batched_matmul,default,bf16,M=544,1,1,0.282,0.2825,0.0473,0.0608,0.0449,0.0448,5.97,4.64,6.28,6.3,0.18,28.54,-0.22,0.777961
batched_matmul,default,bf16,M=576,1,1,0.3069,0.307,0.0491,0.0633,0.0471,0.0471,6.25,4.85,6.52,6.52,0.03,28.92,0.00,0.775671
batched_matmul,default,bf16,M=608,1,1,0.3741,0.3744,0.0588,0.0738,0.0575,0.0581,6.36,5.07,6.51,6.44,0.08,25.51,1.04,0.796748
batched_matmul,default,bf16,M=64,1,1,0.0128,0.0128,0.0032,0.0065,0.0029,0.003,4.04,1.97,4.44,4.32,0.00,103.12,3.45,0.492308
batched_matmul,default,bf16,M=640,1,1,0.3966,0.3971,0.0611,0.0753,0.0598,0.0602,6.49,5.28,6.63,6.6,0.13,23.24,0.67,0.811421
batched_matmul,default,bf16,M=96,1,1,0.0169,0.017,0.0044,0.0076,0.0035,0.0035,3.84,2.23,4.85,4.88,0.59,72.73,0.00,0.578947
batched_matmul,default,fp16,M=128,1,1,0.018,0.0179,0.0046,0.0075,0.0035,0.0034,3.95,2.37,5.2,5.19,-0.56,63.04,-2.86,0.613333
batched_matmul,default,fp16,M=160,1,1,0.022,0.0221,0.0067,0.0099,0.0049,0.0049,3.29,2.22,4.5,4.49,0.45,47.76,0.00,0.676768
batched_matmul,default,fp16,M=192,1,1,0.0252,0.0252,0.0073,0.0106,0.0049,0.0049,3.45,2.38,5.17,5.16,0.00,45.21,0.00,0.688679
batched_matmul,default,fp16,M=224,1,1,0.0389,0.0389,0.0099,0.0134,0.0076,0.0075,3.95,2.91,5.12,5.19,0.00,35.35,-1.32,0.738806
batched_matmul,default,fp16,M=256,1,1,0.0439,0.044,0.0106,0.0138,0.0082,0.0081,4.12,3.19,5.37,5.41,0.23,30.19,-1.22,0.768116
batched_matmul,default,fp16,M=288,1,1,0.0621,0.0622,0.0141,0.0181,0.0116,0.0116,4.41,3.43,5.36,5.36,0.16,28.37,0.00,0.779006
batched_matmul,default,fp16,M=32,1,1,0.0105,0.0111,0.0026,0.0061,0.0025,0.0027,3.96,1.82,4.13,4.09,5.71,134.62,8.00,0.42623
batched_matmul,default,fp16,M=320,1,1,0.0761,0.0762,0.014,0.0186,0.012,0.012,5.42,4.1,6.35,6.34,0.13,32.86,0.00,0.752688
batched_matmul,default,fp16,M=352,1,1,0.1018,0.1019,0.0213,0.0294,0.0166,0.0167,4.78,3.47,6.12,6.1,0.10,38.03,0.60,0.72449
batched_matmul,default,fp16,M=384,1,1,0.1018,0.1017,0.0231,0.0306,0.0192,0.0189,4.41,3.32,5.31,5.38,-0.10,32.47,-1.56,0.754902
batched_matmul,default,fp16,M=416,1,1,0.1414,0.1415,0.0278,0.0357,0.0261,0.0259,5.09,3.97,5.43,5.46,0.07,28.42,-0.77,0.778711
batched_matmul,default,fp16,M=448,1,1,0.1625,0.1625,0.0294,0.037,0.0272,0.0272,5.53,4.39,5.98,5.97,0.00,25.85,0.00,0.794595
batched_matmul,default,fp16,M=480,1,1,0.2113,0.2113,0.0354,0.0443,0.0341,0.0342,5.97,4.77,6.19,6.18,0.00,25.14,0.29,0.799097
batched_matmul,default,fp16,M=512,1,1,0.227,0.227,0.0365,0.0459,0.0355,0.0354,6.22,4.95,6.39,6.42,0.00,25.75,-0.28,0.795207
batched_matmul,default,fp16,M=544,1,1,0.2811,0.2817,0.0462,0.0609,0.045,0.0449,6.09,4.62,6.24,6.27,0.21,31.82,-0.22,0.758621
batched_matmul,default,fp16,M=576,1,1,0.3063,0.3063,0.0493,0.0633,0.047,0.0471,6.21,4.84,6.52,6.5,0.00,28.40,0.21,0.778831
batched_matmul,default,fp16,M=608,1,1,0.3741,0.3746,0.0586,0.0738,0.0577,0.058,6.39,5.07,6.49,6.46,0.13,25.94,0.52,0.794038
batched_matmul,default,fp16,M=64,1,1,0.0124,0.0127,0.0032,0.0064,0.0029,0.0029,3.91,1.98,4.3,4.34,2.42,100.00,0.00,0.5
batched_matmul,default,fp16,M=640,1,1,0.3965,0.397,0.0608,0.0754,0.0598,0.0602,6.52,5.26,6.63,6.6,0.13,24.01,0.67,0.806366
batched_matmul,default,fp16,M=96,1,1,0.016,0.0159,0.0043,0.0075,0.0034,0.0034,3.75,2.11,4.67,4.62,-0.62,74.42,0.00,0.573333
batched_matmul,default,fp32,M=128,1,1,0.0066,0.0066,0.0073,0.0101,0.0852,0.085,0.91,0.66,0.08,0.08,0.00,38.36,-0.23,0.722772
batched_matmul,default,fp32,M=160,1,1,0.0112,0.0113,0.0108,0.0128,0.1316,0.1221,1.04,0.88,0.09,0.09,0.89,18.52,-7.22,0.84375
batched_matmul,default,fp32,M=192,1,1,0.0133,0.0133,0.0131,0.0143,0.1641,0.1544,1.01,0.93,0.08,0.09,0.00,9.16,-5.91,0.916084
batched_matmul,default,fp32,M=224,1,1,0.0229,0.023,0.0212,0.0212,0.2313,0.2312,1.08,1.08,0.1,0.1,0.44,0.00,-0.04,1
batched_matmul,default,fp32,M=256,1,1,0.0255,0.0256,0.0244,0.023,0.2629,0.2629,1.05,1.11,0.1,0.1,0.39,-5.74,0.00,1.06087
batched_matmul,default,fp32,M=288,1,1,0.0402,0.0402,0.0386,0.0374,0.4392,0.4393,1.04,1.08,0.09,0.09,0.00,-3.11,0.02,1.03209
batched_matmul,default,fp32,M=32,1,1,0.0032,0.0033,0.0033,0.0064,0.0117,0.0126,0.95,0.52,0.27,0.26,3.12,93.94,7.69,0.515625
batched_matmul,default,fp32,M=320,1,1,0.0521,0.052,0.0451,0.0406,0.4867,0.487,1.15,1.28,0.11,0.11,-0.19,-9.98,0.06,1.11084
batched_matmul,default,fp32,M=352,1,1,0.0722,0.0723,0.0639,0.0523,0.7153,0.7161,1.13,1.38,0.1,0.1,0.14,-18.15,0.11,1.2218
batched_matmul,default,fp32,M=384,1,1,0.0685,0.0683,0.0698,0.0557,0.7793,0.7805,0.98,1.23,0.09,0.09,-0.29,-20.20,0.15,1.25314
batched_matmul,default,fp32,M=416,1,1,0.1035,0.1034,0.0976,0.0791,1.2448,1.2457,1.06,1.31,0.08,0.08,-0.10,-18.95,0.07,1.23388
batched_matmul,default,fp32,M=448,1,1,0.1177,0.1177,0.1109,0.0845,1.3392,1.3401,1.06,1.39,0.09,0.09,0.00,-23.81,0.07,1.31243
batched_matmul,default,fp32,M=480,1,1,0.1612,0.1616,0.1417,0.1136,1.6962,1.6976,1.14,1.42,0.1,0.1,0.25,-19.83,0.08,1.24736
batched_matmul,default,fp32,M=512,1,1,0.171,0.1713,0.1538,0.1195,1.8079,1.8095,1.11,1.43,0.09,0.09,0.18,-22.30,0.09,1.28703
batched_matmul,default,fp32,M=544,1,1,0.2179,0.2179,0.1879,0.1552,2.4516,2.4544,1.16,1.4,0.09,0.09,0.00,-17.40,0.11,1.2107
batched_matmul,default,fp32,M=576,1,1,0.2354,0.2357,0.2184,0.1627,2.5938,2.597,1.08,1.45,0.09,0.09,0.13,-25.50,0.12,1.34235
batched_matmul,default,fp32,M=608,1,1,0.2965,0.2967,0.2616,0.204,3.347,3.3526,1.13,1.45,0.09,0.09,0.07,-22.02,0.17,1.28235
batched_matmul,default,fp32,M=64,1,1,0.0044,0.0044,0.0047,0.0074,0.0212,0.0224,0.94,0.6,0.21,0.2,0.00,57.45,5.66,0.635135
batched_matmul,default,fp32,M=640,1,1,0.3109,0.3111,0.2881,0.2126,3.5209,3.5272,1.08,1.46,0.09,0.09,0.06,-26.21,0.18,1.35513
batched_matmul,default,fp32,M=96,1,1,0.0057,0.0057,0.0059,0.0089,0.055,0.0549,0.96,0.64,0.1,0.1,0.00,50.85,-0.18,0.662921
batched_matmul,autotune,bf16,M=128,1,1,0.0172,0.0173,0.0034,0.0058,0.0035,0.0037,5.11,2.97,4.9,4.72,0.58,70.59,5.71,0.586207
batched_matmul,autotune,bf16,M=160,1,1,0.0225,0.0226,0.0044,0.0077,0.0047,0.0047,5.13,2.94,4.76,4.8,0.44,75.00,0.00,0.571429
batched_matmul,autotune,bf16,M=192,1,1,0.025,0.0254,0.0058,0.0076,0.0047,0.0047,4.28,3.35,5.33,5.39,1.60,31.03,0.00,0.763158
batched_matmul,autotune,bf16,M=224,1,1,0.0385,0.0387,0.0059,0.01,0.0047,0.0048,6.5,3.88,8.27,8.13,0.52,69.49,2.13,0.59
batched_matmul,autotune,bf16,M=256,1,1,0.0438,0.0438,0.0061,0.0098,0.0061,0.0052,7.24,4.46,7.16,8.42,0.00,60.66,-14.75,0.622449
batched_matmul,autotune,bf16,M=288,1,1,0.0624,0.0621,0.0088,0.0115,0.0085,0.0088,7.09,5.41,7.38,7.09,-0.48,30.68,3.53,0.765217
batched_matmul,autotune,bf16,M=32,1,1,0.0106,0.0104,0.0018,0.005,0.0019,0.002,5.96,2.07,5.66,5.25,-1.89,177.78,5.26,0.36
batched_matmul,autotune,bf16,M=320,1,1,0.0758,0.0762,0.009,0.0116,0.0089,0.0089,8.44,6.56,8.56,8.59,0.53,28.89,0.00,0.775862
batched_matmul,autotune,bf16,M=352,1,1,0.1019,0.1014,0.0099,0.0123,0.0102,0.0102,10.31,8.27,9.98,9.9,-0.49,24.24,0.00,0.804878
batched_matmul,autotune,bf16,M=384,1,1,0.1019,0.1016,0.0098,0.0124,0.0106,0.0108,10.36,8.17,9.62,9.39,-0.29,26.53,1.89,0.790323
batched_matmul,autotune,bf16,M=416,1,1,0.1421,0.1423,0.0178,0.022,0.0144,0.0144,7.98,6.47,9.89,9.88,0.14,23.60,0.00,0.809091
batched_matmul,autotune,bf16,M=448,1,1,0.1626,0.1623,0.0182,0.0231,0.0149,0.015,8.91,7.02,10.94,10.85,-0.18,26.92,0.67,0.787879
batched_matmul,autotune,bf16,M=480,1,1,0.2113,0.2115,0.0205,0.0247,0.0165,0.0165,10.29,8.55,12.84,12.85,0.09,20.49,0.00,0.82996
batched_matmul,autotune,bf16,M=512,1,1,0.227,0.2277,0.0206,0.0249,0.0169,0.0172,11.03,9.14,13.46,13.24,0.31,20.87,1.78,0.827309
batched_matmul,autotune,bf16,M=544,1,1,0.2815,0.2824,0.0268,0.0311,0.0279,0.028,10.51,9.08,10.09,10.1,0.32,16.04,0.36,0.861736
batched_matmul,autotune,bf16,M=576,1,1,0.3064,0.3064,0.0278,0.0318,0.0292,0.0286,11.04,9.65,10.49,10.7,0.00,14.39,-2.05,0.874214
batched_matmul,autotune,bf16,M=608,1,1,0.3743,0.3747,0.031,0.0341,0.0316,0.0316,12.08,10.99,11.85,11.85,0.11,10.00,0.00,0.909091
batched_matmul,autotune,bf16,M=64,1,1,0.0134,0.0135,0.0022,0.0053,0.0023,0.0025,6.18,2.53,5.94,5.44,0.75,140.91,8.70,0.415094
batched_matmul,autotune,bf16,M=640,1,1,0.3972,0.3977,0.031,0.0344,0.0319,0.0316,12.8,11.55,12.46,12.59,0.13,10.97,-0.94,0.901163
batched_matmul,autotune,bf16,M=96,1,1,0.0163,0.0161,0.0029,0.0058,0.003,0.003,5.53,2.78,5.47,5.45,-1.23,100.00,0.00,0.5
batched_matmul,autotune,fp16,M=128,1,1,0.0177,0.0172,0.0035,0.0059,0.0035,0.0037,5.04,2.92,4.99,4.67,-2.82,68.57,5.71,0.59322
batched_matmul,autotune,fp16,M=160,1,1,0.0224,0.0225,0.0047,0.0078,0.0046,0.0046,4.74,2.89,4.87,4.9,0.45,65.96,0.00,0.602564
batched_matmul,autotune,fp16,M=192,1,1,0.0255,0.025,0.0054,0.0077,0.0047,0.0047,4.68,3.26,5.47,5.32,-1.96,42.59,0.00,0.701299
batched_matmul,autotune,fp16,M=224,1,1,0.0395,0.039,0.0066,0.0098,0.0051,0.0049,6.02,3.99,7.68,7.97,-1.27,48.48,-3.92,0.673469
batched_matmul,autotune,fp16,M=256,1,1,0.0433,0.044,0.0061,0.0097,0.006,0.0052,7.12,4.53,7.25,8.4,1.62,59.02,-13.33,0.628866
batched_matmul,autotune,fp16,M=288,1,1,0.0621,0.0625,0.0093,0.0114,0.0086,0.0091,6.67,5.48,7.21,6.87,0.64,22.58,5.81,0.815789
batched_matmul,autotune,fp16,M=32,1,1,0.0104,0.0111,0.0017,0.0052,0.0019,0.002,5.98,2.15,5.62,5.58,6.73,205.88,5.26,0.326923
batched_matmul,autotune,fp16,M=320,1,1,0.0762,0.0765,0.0089,0.0118,0.0088,0.0091,8.52,6.51,8.69,8.37,0.39,32.58,3.41,0.754237
batched_matmul,autotune,fp16,M=352,1,1,0.1012,0.1015,0.01,0.0121,0.0105,0.0105,10.15,8.41,9.68,9.63,0.30,21.00,0.00,0.826446
batched_matmul,autotune,fp16,M=384,1,1,0.1013,0.1015,0.0097,0.0124,0.0103,0.0106,10.44,8.16,9.86,9.58,0.20,27.84,2.91,0.782258
batched_matmul,autotune,fp16,M=416,1,1,0.1414,0.1419,0.0177,0.0221,0.0143,0.0145,7.99,6.42,9.89,9.8,0.35,24.86,1.40,0.800905
batched_matmul,autotune,fp16,M=448,1,1,0.1615,0.162,0.0182,0.023,0.0149,0.0149,8.87,7.04,10.81,10.9,0.31,26.37,0.00,0.791304
batched_matmul,autotune,fp16,M=480,1,1,0.211,0.2107,0.0209,0.0249,0.0167,0.0164,10.1,8.47,12.63,12.81,-0.14,19.14,-1.80,0.839357
batched_matmul,autotune,fp16,M=512,1,1,0.227,0.2278,0.0206,0.0251,0.0171,0.0173,11.04,9.08,13.3,13.2,0.35,21.84,1.17,0.820717
batched_matmul,autotune,fp16,M=544,1,1,0.2809,0.2819,0.0268,0.0312,0.028,0.0282,10.5,9.04,10.05,10.01,0.36,16.42,0.71,0.858974
batched_matmul,autotune,fp16,M=576,1,1,0.3063,0.3056,0.0276,0.0318,0.0292,0.0286,11.1,9.61,10.49,10.68,-0.23,15.22,-2.05,0.867925
batched_matmul,autotune,fp16,M=608,1,1,0.3737,0.3751,0.0311,0.034,0.0317,0.0317,12.02,11.02,11.79,11.83,0.37,9.32,0.00,0.914706
batched_matmul,autotune,fp16,M=64,1,1,0.0131,0.0143,0.0022,0.0052,0.0022,0.0025,6.04,2.73,5.84,5.71,9.16,136.36,13.64,0.423077
batched_matmul,autotune,fp16,M=640,1,1,0.3957,0.3963,0.0311,0.0347,0.0318,0.0317,12.74,11.41,12.43,12.49,0.15,11.58,-0.31,0.896254
batched_matmul,autotune,fp16,M=96,1,1,0.0153,0.0156,0.0025,0.0057,0.0027,0.0027,6.03,2.74,5.7,5.69,1.96,128.00,0.00,0.438596
batched_matmul,autotune,fp32,M=128,1,1,0.0066,0.0067,0.0042,0.0073,0.1174,0.1021,1.58,0.92,0.06,0.07,1.52,73.81,-13.03,0.575342
batched_matmul,autotune,fp32,M=160,1,1,0.0112,0.0112,0.0071,0.0111,0.4909,0.4916,1.57,1.01,0.02,0.02,0.00,56.34,0.14,0.63964
batched_matmul,autotune,fp32,M=192,1,1,0.0132,0.0133,0.0072,0.0118,0.4938,0.4931,1.83,1.13,0.03,0.03,0.76,63.89,-0.14,0.610169
batched_matmul,autotune,fp32,M=224,1,1,0.023,0.0231,0.0109,0.0141,1.2505,0.5532,2.11,1.63,0.02,0.04,0.43,29.36,-55.76,0.77305
batched_matmul,autotune,fp32,M=256,1,1,0.0254,0.0255,0.0123,0.015,1.7937,0.6356,2.07,1.7,0.01,0.04,0.39,21.95,-64.56,0.82
batched_matmul,autotune,fp32,M=288,1,1,0.0401,0.0401,0.0192,0.0244,3.0256,1.4713,2.09,1.64,0.01,0.03,0.00,27.08,-51.37,0.786885
batched_matmul,autotune,fp32,M=32,1,1,0.0032,0.0033,0.002,0.0051,0.0061,0.0061,1.59,0.65,0.53,0.53,3.12,155.00,0.00,0.392157
batched_matmul,autotune,fp32,M=320,1,1,0.0519,0.0521,0.0232,0.0308,3.0295,3.0051,2.23,1.69,0.02,0.02,0.39,32.76,-0.81,0.753247
batched_matmul,autotune,fp32,M=352,1,1,0.0722,0.0723,0.0274,0.0334,3.8929,3.8811,2.64,2.16,0.02,0.02,0.14,21.90,-0.30,0.820359
batched_matmul,autotune,fp32,M=384,1,1,0.0683,0.0687,0.0302,0.0353,3.8947,3.8827,2.26,1.94,0.02,0.02,0.59,16.89,-0.31,0.855524
batched_matmul,autotune,fp32,M=416,1,1,0.1034,0.1033,0.0451,0.055,4.7073,3.9214,2.29,1.88,0.02,0.03,-0.10,21.95,-16.70,0.82
batched_matmul,autotune,fp32,M=448,1,1,0.1176,0.1177,0.0495,0.0665,8.7567,8.8025,2.38,1.77,0.01,0.01,0.09,34.34,0.52,0.744361
batched_matmul,autotune,fp32,M=480,1,1,0.1611,0.1615,0.0543,0.0735,10.1494,4.6264,2.97,2.2,0.02,0.03,0.25,35.36,-54.42,0.738776
batched_matmul,autotune,fp32,M=512,1,1,0.1709,0.1713,0.0594,0.0771,10.1467,4.7642,2.88,2.22,0.02,0.04,0.23,29.80,-53.05,0.770428
batched_matmul,autotune,fp32,M=544,1,1,0.2179,0.218,0.0856,0.1019,9.0247,17.3147,2.55,2.14,0.02,0.01,0.05,19.04,91.86,0.840039
batched_matmul,autotune,fp32,M=576,1,1,0.2351,0.2358,0.0911,0.106,15.1832,17.3351,2.58,2.22,0.02,0.01,0.30,16.36,14.17,0.859434
batched_matmul,autotune,fp32,M=608,1,1,0.2963,0.2966,0.1021,0.1244,19.4728,19.2594,2.9,2.38,0.02,0.02,0.10,21.84,-1.10,0.82074
batched_matmul,autotune,fp32,M=64,1,1,0.0044,0.0046,0.0025,0.0057,0.0175,0.0173,1.72,0.81,0.25,0.27,4.55,128.00,-1.14,0.438596
batched_matmul,autotune,fp32,M=640,1,1,0.3106,0.3117,0.1078,0.1328,19.4415,19.2915,2.88,2.35,0.02,0.02,0.35,23.19,-0.77,0.811747
batched_matmul,autotune,fp32,M=96,1,1,0.0057,0.0057,0.0037,0.0071,0.042,0.042,1.52,0.8,0.13,0.14,0.00,91.89,0.00,0.521127
block_sparse_attention,default,fp16,M=1024,1,1,1.0612,1.0675,0.0102,0.0143,0.0321,0.0322,103.65,74.65,33.11,33.14,0.59,40.20,0.31,0.713287
block_sparse_attention,default,fp16,M=10240,1,1,39.4458,39.506,0.075,0.1134,0.2753,0.2755,526.27,348.25,143.27,143.38,0.15,51.20,0.07,0.661376
block_sparse_attention,default,fp16,M=1536,1,1,1.9594,1.9708,0.017,0.0237,0.0476,0.0475,115.54,83.16,41.14,41.53,0.58,39.41,-0.21,0.7173
